target,elo_diff,elo_hard_diff,rank_diff,rank_points_diff,elo_clay_diff,elo_grass_diff,age_diff,height_diff
0,-93.85975601697282,-4.316647299665419,19.0,-139.0,-170.84493866519438,-46.64810023157975,4.899999999999999,-6.0
1,-33.49508359464335,-57.71194101389028,55.0,-502.0,-40.72105817355441,35.94124432537865,5.199999999999999,-18.0
1,-43.65189730369616,-38.33784329692844,-76.0,340.0,-116.82787951655246,157.3574041810382,7.199999999999999,-15.0
0,-126.0316979353588,-251.35781898240907,60.0,-1957.0,-65.14057807355016,-169.4534009014494,-7.399999999999999,-17.0
0,91.18386898637345,-13.366868408704022,-28.0,170.0,71.94344923801305,110.48176974450735,3.8000000000000007,3.0
0,-266.59433627652106,-258.3146082177486,82.0,-2102.0,-232.41577495142315,-171.3327559346301,-0.0,-33.0
0,-106.91313375196637,-101.43314746533201,9.0,-28.0,-9.056167212861965,-29.032563620038673,5.699999999999996,-20.0
0,-27.731151615161025,-33.78825909798229,31.0,-154.0,-27.738467324799785,49.6739531048529,3.1000000000000014,-3.0
0,-39.37520105244948,-122.0954692075868,24.0,-68.0,-31.50422857426065,-130.93615746193473,2.599999999999998,13.0
1,111.30061792608967,21.539138115132573,-55.0,195.0,132.36362878797036,184.9921763158768,2.5,0.0
0,-2.7808599357929324,48.99714751840588,34.0,-223.0,-90.57450223041246,10.212313077173121,5.900000000000002,3.0
1,27.68949902105055,6.806337731223039,800.0,-867.0,59.300390797320006,-25.421925387271813,7.599999999999998,8.0
1,-11.509407687624162,15.081074301643639,-271.0,663.0,-24.552800680689188,-118.96932897050829,2.299999999999997,0.0
0,46.28718289346648,88.2315061186523,-24.0,235.0,-13.854603848264333,-81.13417361766255,-2.1000000000000014,2.0
1,-23.062525542700314,-234.25030775895038,35.0,-374.0,2.425435328719459,-271.5603100521664,-1.1000000000000014,-3.0
1,-193.81367912224096,-210.64238732328704,125.0,-1337.0,-46.465976879680056,-104.43525155981979,-2.3000000000000007,-10.0
1,-27.42876734237734,-8.308985207985643,-80.0,36.0,11.628881798104885,-27.42876734237734,-0.09999999999999787,0.0
1,96.40285856840114,18.741350749586445,-30.0,200.0,-71.40550418401517,-96.30729924840944,-5.0,21.0
1,305.8898335745812,113.50364680621055,-54.0,385.0,195.7912986538165,145.79814859951694,2.6999999999999993,10.0
1,165.01013143491946,100.69222467433337,-91.0,496.0,165.6857373891903,127.93445210959749,8.599999999999998,5.0
0,1.5035875685973679,165.6948798408946,-43.0,549.0,-18.179525090805555,130.0680789717485,-0.1999999999999993,11.0
1,126.35396441706439,43.99559327727093,-121.0,503.0,112.79248794271484,-10.032907085719216,7.699999999999999,-16.0
1,-29.468065965739697,68.87378916521561,37.0,-226.0,-23.469915657077536,158.9771554286283,2.8000000000000007,-5.0
1,108.8260444047296,-87.01915644687688,-9.0,67.0,94.93006426417332,-159.50378763156868,4.699999999999999,-13.0
0,-118.96761945376898,-90.41892223940567,184.0,-1053.0,-119.02626620615547,33.938894043663595,-2.099999999999998,-18.0
1,-85.79019978864403,-137.2260641322648,32.0,-870.0,-75.28320912949994,-199.82323684541757,-4.800000000000001,8.0
0,-4.264557172481773,-69.8474406996636,-12.0,43.0,-15.046372775179407,65.96309216441523,-3.8000000000000007,3.0
1,-0.2006798418069593,36.87802382229529,-809.0,1080.0,49.58761247221878,97.25039090621772,2.200000000000003,-5.0
0,-143.45418077346153,-30.026584230218532,-788.0,782.0,-158.57463607434738,-168.73531575631569,-1.5,-13.0
0,90.76764943740227,156.21476774114308,-33.0,364.0,88.7229405247167,332.3439635675336,2.200000000000003,8.0
1,-30.686604101035073,-136.2624753975192,-34.0,186.0,-45.35257050695577,-261.84504682763577,-1.9000000000000021,-5.0
1,22.35551612884433,-140.3494877200967,-48.0,192.0,61.07432715525374,-16.496735659263777,16.400000000000002,-23.0
0,-10.408370322636301,42.83180356430785,23.0,-86.0,-64.62801547468803,42.316600051754676,-3.8999999999999986,8.0
1,-188.40500810648655,-137.06168264721055,184.0,-706.0,-44.19276338382792,-48.999903098003415,-13.0,3.0
0,-14.140422045654304,-50.66721180909917,-54.0,315.0,-65.47063759116645,-129.13341963300286,-3.1000000000000014,6.0
0,37.2155542521657,8.52529226541833,-10.0,53.0,32.37588361809003,54.129813340156716,-5.100000000000001,-2.0
0,114.19302100996606,73.95118716989782,-40.0,934.0,108.86356556567216,44.43286279200265,-1.3999999999999986,-2.0
0,196.4542797784493,61.835730768565554,-30.0,171.0,79.64429792283977,192.02590807723686,-5.199999999999999,15.0
0,-158.10315901270246,-78.02070722170333,40.0,-405.0,-178.06602942936092,-213.48414234518145,-6.400000000000002,5.0
1,-164.84274960563926,-169.87546814949837,-4.0,80.0,-57.37278460411517,-62.52566613469594,6.400000000000002,-18.0
0,-21.79328119318552,-22.086147567676562,49.0,-215.0,14.431234335977251,-16.546947117811442,1.4000000000000021,-3.0
0,-212.9138308703259,-66.61937717285923,134.0,-549.0,-190.23975623324236,0.8256353646581829,-6.599999999999998,-0.0
1,12.511388399828093,39.11100365269158,-26.0,171.0,15.732380224176495,99.43510658784544,-9.5,5.0
0,81.06064212277897,106.78145381825857,-42.0,954.0,26.841692087095453,162.33244272501474,3.700000000000003,-0.0
1,133.22760540929607,183.74377505714233,-93.0,1190.0,106.04894021827704,-15.04947800828154,-6.5,3.0
1,-36.377675634694015,45.88946545579279,113.0,-301.0,-56.23856576137837,24.761168051131108,-11.599999999999998,0.0
1,-68.37200625978608,-111.96671156981711,33.0,-367.0,-14.74809398239313,-140.32537860321804,3.8000000000000007,0.0
0,-27.74004766775988,52.1573117144344,-15.0,144.0,10.180271179263627,124.82171577639429,1.8999999999999986,10.0
0,-417.5871395157217,-342.3116106406619,54.0,-962.0,-228.6995202215287,-195.95460992346148,1.0999999999999979,-7.0
0,-53.00062133293727,97.57615182213749,1.0,-3.0,-21.42617372629161,-98.24140482725102,-1.3000000000000007,8.0
1,153.18661181027028,177.9914725376036,-77.0,1157.0,76.0004494959303,78.03358362548101,5.700000000000003,-8.0
0,-233.8958476780797,-138.2516303866612,210.0,-1511.0,-213.7386148669077,-38.40124248447273,-9.5,10.0
1,112.1644497431339,48.15873185573514,-8.0,36.0,125.63235139823269,38.28857088933046,-0.6000000000000014,-5.0
0,-150.90269146862647,-290.5446227561679,21.0,-695.0,-45.80862292812435,-142.1941607581714,3.099999999999998,-5.0
1,97.81049015378744,15.353892460546149,-268.0,722.0,57.471386233579096,-18.751978497613436,4.899999999999999,6.0
0,-219.66827545893875,-142.23898764758428,39.0,-930.0,-145.34314471728294,-146.34440354048456,-9.200000000000003,8.0
0,93.31909331307202,4.939963101317744,-73.0,613.0,3.2039299964567363,-67.48830269297764,0.8000000000000007,3.0
0,-207.34860632726622,-28.18580590686247,57.0,-401.0,-139.7391900748944,-79.31527817011693,-7.0,-23.0
1,70.86380778285934,71.25976808488076,-24.0,132.0,113.02335846064466,27.448811447730805,-3.5,-23.0
1,-107.24262550335584,-46.550082030915746,22.0,-161.0,-105.10506463917045,-59.2361367711992,5.300000000000001,-8.0
0,0.23337394051418414,0.4700951612655899,34.0,-123.0,10.170102802958354,-36.76065339216507,-3.3000000000000007,-2.0
0,-58.4897932827696,53.68139375597684,635.0,-560.0,-52.47446068751833,-56.40530743620616,-2.6999999999999993,5.0
1,-83.97976175305598,-38.99466797145601,49.0,-278.0,-17.361879593448748,-13.172004021254452,8.0,-15.0
1,-200.35607553539853,-124.10160455535674,54.0,-812.0,-132.96418493483839,-165.73994565378325,-7.099999999999998,2.0
1,135.55455806854616,46.952315708889955,16.0,-127.0,192.53842695958815,195.48678992263558,3.3000000000000007,5.0
0,165.7444051036141,60.316021606145796,-8.0,39.0,77.06619777948822,85.2549393118245,3.3000000000000007,13.0
1,8.716462741079113,-30.1359583059741,-6.0,53.0,-38.622398843595874,166.95444418365605,-3.1999999999999993,5.0
0,-33.885365279073994,-107.91440967693461,14.0,-73.0,-22.791911446748145,-36.27105481320041,-3.8999999999999986,-0.0
1,-75.58988683600114,-75.58988683600114,-59.0,226.0,-50.09771936216043,-75.58988683600114,4.699999999999999,-28.0
0,27.809390648347744,210.69185099162246,23.0,-191.0,-104.75609851869012,266.3693599324224,4.600000000000001,3.0
1,158.0192263070453,56.855788978552255,-60.0,349.0,87.01458319072708,120.6620651991559,-5.300000000000001,-8.0
1,3.411553947586981,56.91233191212791,-5.0,49.0,49.95385903393276,126.9193321241803,-9.0,-3.0
1,-299.27501157216534,-60.56450101237078,61.0,-417.0,-168.90416042209586,-79.84791293826356,2.0,-20.0
1,-186.54545743826247,39.04518155750429,39.0,-317.0,-190.3355055847635,73.47549042343371,4.100000000000001,3.0
1,-191.90101715365108,-3.2421830814366785,7.0,-38.0,-114.40595420629529,-81.482823936258,4.5,-15.0
0,-56.174055874276974,-64.4723039741591,20.0,-126.0,-62.66566521723303,25.298767357420502,0.1999999999999993,13.0
1,124.80372975204295,101.5984010754812,-72.0,716.0,121.36924235615015,-22.759415207588063,6.300000000000001,21.0
1,-35.36599732269838,-23.732069209894462,-31.0,227.0,-106.61913175981772,-1.329548779048082,-9.5,0.0
1,17.531896758645644,-37.10692146320184,29.0,-198.0,110.74494684463343,106.94000507701685,-2.6999999999999993,0.0
0,-16.357548650427816,53.16447365326985,-22.0,403.0,32.22335884560107,-130.4474190768392,7.399999999999999,6.0
1,74.40104268718369,56.79599623089234,-26.0,140.0,45.94741642107351,40.65622955758931,-7.399999999999999,7.0
0,133.2200321818077,16.572892717992545,-28.0,189.0,45.40248633637998,60.120675500973675,-2.8000000000000007,5.0
1,241.84785521414824,55.32021682965319,-70.0,443.0,172.48992161132242,71.05273160108322,1.6999999999999993,3.0
1,-8.4235419237707,-29.508555356436773,33.0,-235.0,7.931631612111232,-19.899226775507486,-0.09999999999999787,-5.0
0,69.633730224783,64.91540794477919,-192.0,540.0,-12.545342805176006,111.7883667742608,-1.1000000000000014,2.0
1,-44.73066519069744,-5.1330842590055,35.0,-146.0,53.482717810931035,-55.70061640556287,2.0,-8.0
0,89.68645454264993,146.9536350532835,174.0,-231.0,100.18079376799665,-9.48372046523582,-12.600000000000001,-5.0
0,-42.62501383481094,-7.862134433735946,26.0,-177.0,78.43344602896855,-180.1354455275516,-5.800000000000001,10.0
1,19.772306368549607,75.79311814056018,10.0,-64.0,69.26808572138384,65.95837080793763,5.799999999999997,-7.0
0,-206.79277619040045,-130.9358054287395,80.0,-374.0,-89.21740979808646,-203.11548308373972,9.400000000000002,-25.0
1,55.13414766634537,11.824502010035076,-60.0,238.0,38.51304224069281,16.9065005267812,-0.8999999999999986,-8.0
1,11.26589659264664,65.96540491843803,-8.0,34.0,-152.35742054322327,18.394245051959842,2.6000000000000014,-18.0
0,43.17282450451398,35.87147528469177,1028.0,-521.0,104.45735248442406,53.43505787461663,-7.699999999999999,3.0
0,-212.72530825532044,-147.42129936133938,13.0,-105.0,-48.54367297068188,-126.82754818363537,3.6999999999999993,-6.0
0,-372.6597929062714,-407.68472545201075,261.0,-4227.0,-290.9317130262866,-274.11789001999136,3.0,-13.0
0,-110.8945100504609,-35.4446442118342,87.0,-408.0,21.489193309150096,15.230968968380012,-2.0,-5.0
1,31.303624194844588,79.63420384405708,-25.0,93.0,66.53349521504197,11.025759824934994,-4.600000000000001,11.0
1,222.01423108300787,100.37184385886758,-121.0,582.0,100.20664091475851,43.27558985228666,2.099999999999998,9.0
0,-179.89862441715718,-69.19732276364539,64.0,-318.0,-58.18335553793031,-8.983917396077231,12.2,2.0
1,175.95840534032504,240.4272467881815,-116.0,747.0,9.562832069246042,-48.74503983778072,-6.300000000000001,0.0
1,53.48423801738204,-29.52610268117496,-22.0,307.0,185.7671896062609,-112.84145889300203,-6.5,10.0
1,-184.9162358695378,-77.98524291742501,62.0,-865.0,14.82497046305025,-146.13363816232527,1.1000000000000014,-15.0
1,122.53635574366331,73.22324406123403,-58.0,268.0,-27.49694920542379,-99.65594316080364,-0.8000000000000007,10.0
0,-212.72134022469572,-140.00690005366505,52.0,-1990.0,-191.46802017905884,40.178829497393735,2.3000000000000007,20.0
0,222.02685575113333,134.38292971464853,-70.0,559.0,120.05368303765886,135.26699922246598,0.8999999999999986,13.0
1,43.272365308266444,20.629884443440233,-179.0,440.0,-159.3446171317953,-58.11098654946113,6.300000000000001,5.0
0,68.73825703434386,53.99701215014397,-49.0,374.0,61.6585871770701,74.11634132524387,4.199999999999999,-5.0
0,117.08449189382213,150.7240300550818,-27.0,208.0,47.598556970132904,154.26921808506359,7.600000000000001,2.0
0,-220.0636109359541,-206.79928089424948,74.0,-1742.0,-332.64274975413264,-132.55380879523204,1.1999999999999993,-8.0
1,-4.775548726992838,27.220916259208252,-4.0,73.0,6.011825772027805,217.75288072519425,4.5,-14.0
1,373.4809028900552,271.0086735956106,-80.0,2161.0,332.9905864382504,132.21918145654467,-2.1999999999999993,-7.0
1,-203.64666649432274,-158.62325082065104,79.0,-604.0,-25.813141543174652,-211.86130891846506,-5.100000000000001,0.0
0,-21.111538432169255,29.285561692708598,31.0,-294.0,-61.15285600896618,-34.738439502663596,-6.100000000000001,11.0
1,-281.2709767925023,-320.08818327023937,56.0,-1924.0,-162.32715436472245,-227.21215226667778,-4.699999999999999,-20.0
1,228.18844217814762,263.26395307108896,-53.0,3113.0,142.9077161435423,136.6356991181758,1.6999999999999993,5.0
0,353.0979293685639,299.49405577137645,-31.0,3295.0,340.7818791785096,205.01785210238768,4.800000000000001,3.0
1,84.62546911808727,-87.01895707607605,-53.0,500.0,54.705110666659266,-83.73066080701369,-7.299999999999997,15.0
1,267.70559456684236,284.8880936448586,-94.0,1824.0,221.94210688453063,196.6942416786071,1.6000000000000014,8.0
0,153.39083048815974,33.78189561853492,-3.0,410.0,-3.221905103203653,-45.10337253708644,-3.6000000000000014,-5.0
0,-187.36212311322856,-114.34952577297236,67.0,-595.0,12.281878936374142,-111.42268342247439,-10.2,-12.0
0,150.3175215866097,174.09736091114905,-37.0,414.0,73.30955904960956,128.78605741064348,10.899999999999999,20.0
1,196.64630965147444,170.32573963147297,-38.0,2960.0,172.57106325578798,-64.30149898394734,-9.899999999999999,16.0
1,-113.29293176883903,96.26955180393202,2.0,-20.0,-216.98958067071953,-33.58155517688397,-2.6000000000000014,5.0
1,300.3652974277752,231.59477986219463,-90.0,1077.0,208.3556382463646,107.67459995073932,3.900000000000002,18.0
0,214.13357994917988,198.4977759333965,-52.0,878.0,174.2919281117638,157.08703551770964,3.1000000000000014,20.0
0,-327.6425717345087,-300.9825355775322,61.0,-3154.0,-240.0942924347146,-194.39445048340417,1.0,-8.0
1,-196.50414134001267,-165.2247451320393,22.0,-1255.0,-291.9216915805782,-168.4950531206107,-4.100000000000001,10.0
1,324.43102897860695,289.04249062218355,-66.0,3193.0,249.23753549893354,238.04247254577717,-1.5,13.0
0,-294.9296337831938,-202.93607736391687,29.0,-2805.0,-269.4618548478609,-174.45629847673513,0.5,-3.0
0,199.03057768092185,138.04206273364434,-32.0,313.0,110.24781090356828,195.574871397298,2.8000000000000007,2.0
0,-188.53197043477485,-180.41904953116182,93.0,-1079.0,-104.64842912241579,-88.34976600863592,2.3999999999999986,-18.0
0,-131.96105995620883,-79.02849544764467,78.0,-425.0,28.201185835160686,49.985636225607095,4.800000000000001,2.0
1,31.630409398180063,4.729529869252929,-4.0,140.0,-12.577726432075224,-46.87976764963355,1.4000000000000021,2.0
0,-94.8811640402173,43.613653840241795,4.0,-135.0,-96.45021834386944,131.17944342129886,5.0,5.0
1,-15.055462354001293,64.309154404413,24.0,-138.0,77.65417705208301,-45.263106875157064,-5.5,11.0
1,-83.72042829835004,-3.14638162993856,40.0,-445.0,-97.54100880038663,89.57617207372027,-7.400000000000002,5.0
1,99.00919378346498,173.93078784876298,-29.0,324.0,-0.2612304969050001,83.7916172185785,3.599999999999998,-5.0
0,-163.47654325612393,-145.63359898088584,14.0,-1145.0,-291.9216915805782,-168.4950531206107,-4.0,10.0
0,-327.021811675633,-238.1879283994274,34.0,-990.0,-271.6644167972472,-249.1370836166086,1.4000000000000021,-3.0
0,-89.13459976908007,-107.60781981068999,12.0,-415.0,-164.95996946433206,74.3046942187209,7.700000000000003,-8.0
0,-23.336674978246947,76.50573870341896,7.0,-37.0,-31.7128336720084,82.99397045633145,11.400000000000002,-8.0
1,-20.121443767882056,1.111626917996773,-43.0,484.0,33.357847219226414,11.597647578382066,13.7,12.0
0,-283.94191596889755,-223.73877168906756,178.0,-1361.0,-107.49765552853205,-57.8389118427142,-9.899999999999999,-10.0
0,39.963091607998194,-38.66033889976393,-9.0,285.0,43.42739195066929,-115.8470434542046,-6.4999999999999964,-5.0
1,259.4595242435621,251.50057846048549,-21.0,805.0,160.55797882969728,184.55325577174244,1.8000000000000007,0.0
0,77.24744749447973,19.818297449264946,-5.0,70.0,29.06791527301266,148.07475344466093,0.7999999999999972,-5.0
1,-173.59052315309486,-133.78573149371937,77.0,-386.0,-54.26133337029478,-149.4951477518705,2.400000000000002,-23.0
1,-102.47201010579715,-36.06137320389416,70.0,-570.0,-109.92642305436334,-43.65085857709482,-0.6000000000000014,-3.0
1,-148.60851856716317,-187.47761418607456,48.0,-1635.0,-102.90379785434811,-80.85560367639619,0.3000000000000007,-25.0
1,96.07453220589855,57.95191829239684,-561.0,842.0,114.17918461369595,96.92816411306671,11.399999999999999,-3.0
1,429.5774439972222,365.41401929756194,-21.0,11585.0,269.0933140320815,301.64270605843126,-0.6999999999999993,-5.0
1,-9.541488913167314,-28.438607617419166,6.0,-87.0,-150.72372718515294,80.77555159800659,2.599999999999998,-11.0
1,-21.871548348471606,13.017217807302359,26.0,-128.0,-23.03679958662883,-79.55303373395645,-1.6999999999999993,-5.0
1,-110.48851593525956,-44.54195493125303,52.0,-204.0,-61.24963025334864,-180.9416282323325,3.700000000000003,-18.0
0,-346.3969072643738,-380.3715394366707,61.0,-2300.0,-258.70096167797624,-325.8125226732807,-8.0,2.0
0,-261.6812666340081,-154.81449682544576,28.0,-1618.0,-232.4765501437737,131.5037506455417,-0.5999999999999979,-5.0
0,-91.08348090964432,-102.68538578885614,18.0,-1255.0,-189.24457011782238,-59.647147716636255,7.299999999999997,25.0
0,-111.42202923451782,13.855134901170231,15.0,-535.0,-42.66490713811504,-47.6946904995973,-2.6000000000000014,3.0
1,415.66192830721934,287.8745811258832,-93.0,5185.0,250.71659394674634,196.49636022073992,4.100000000000001,-13.0
0,3.8287178763671363,-109.24161567394822,9.0,-123.0,-42.229511373744344,-11.044812003578727,-8.700000000000003,2.0
1,602.6489999251339,509.5415456274254,-126.0,5601.0,370.3835568440161,469.05550496438354,6.799999999999997,5.0
0,-291.7754136309554,-281.1596417952305,85.0,-1102.0,-180.88691770904848,-231.07478112889635,4.699999999999999,-13.0
0,-5.61682002283078,-7.702218014775326,-11.0,90.0,116.00622738892594,9.77108690199907,0.8999999999999986,7.0
0,-414.1929193950414,-307.2973918639045,136.0,-3669.0,-460.70655872069347,-264.332977197271,3.9000000000000057,-2.0
1,282.1118780790832,305.4500810159509,-38.0,3417.0,323.4140919623153,139.72901165016424,-2.099999999999998,16.0
0,-367.94368287434463,-218.3221915058491,42.0,-2371.0,-257.3314373590872,-247.31125393842967,1.8000000000000007,-8.0
1,-270.7560636083424,-145.26707493100935,35.0,-1745.0,-244.27374862383954,108.78221923845831,6.700000000000003,-5.0
1,-412.657822450828,-371.5948385514107,14.0,-11220.0,-199.14299681445982,-152.72934976199508,2.0,0.0
0,-226.102666356996,-137.47281271584802,79.0,-939.0,-77.47991484496242,-291.64504270421935,-6.299999999999997,-13.0
0,198.5961370190189,156.11912149506838,-17.0,4165.0,171.1593468851852,100.42072075357237,1.1000000000000014,-20.0
0,-307.7676706361151,-347.83632140841974,22.0,-4570.0,-255.31032667848126,-184.85566002559926,-0.10000000000000142,3.0
1,254.61566295324974,281.93657041493043,-54.0,3568.0,142.9077161435423,136.6356991181758,1.8000000000000007,5.0
0,122.41399670548662,226.1327286520832,-20.0,2910.0,193.32237963749958,-58.42800204383525,-3.9999999999999964,8.0
1,192.89484771266234,117.65677596422165,-12.0,1625.0,35.07699087637366,10.024869435155551,-9.000000000000004,11.0
1,287.59714205737737,203.57570415216742,-41.0,3440.0,201.63897852880064,83.77325446071359,-9.0,11.0
0,158.34849075626562,182.72196291419345,-12.0,4160.0,52.17857965608755,156.6804477356102,3.6999999999999993,-3.0
0,59.308486926438945,-34.62987080798848,-7.0,1360.0,-73.03548985538919,-107.89598656682438,-6.0,3.0
1,192.7827424583188,186.46178689106955,-4.0,1985.0,-65.95108900143146,223.5135099773729,0.6000000000000014,10.0
1,-152.1165907903985,-187.212627513077,19.0,-2875.0,-122.00235530685086,88.9895556694878,9.199999999999996,-8.0
1,37.262790701412314,108.90044780974927,2.0,-60.0,-94.86643463603036,37.70023094744761,1.0999999999999979,25.0
0,72.75303472990458,108.29101194416126,-6.0,1150.0,27.558286984905408,157.34918348767292,-2.0,3.0
1,205.5178303942962,182.9355858657998,-15.0,4405.0,132.01509017216745,212.07563760289418,7.099999999999998,-13.0
0,-240.97089752506577,-206.10077570895191,55.0,-3285.0,-379.9299962974021,-98.36960761083674,-2.799999999999997,8.0
1,180.75220348104267,43.888434804085136,-13.0,1665.0,83.0395092473234,90.22421842072004,-5.0,-12.0
1,-183.85343345403385,-85.48913541010188,116.0,-760.0,-141.6398678332289,-65.62630289781714,-3.6000000000000014,2.0
0,-192.62323639721671,-197.66543133085815,18.0,-2750.0,-213.66442295720663,-4.20802611058366,-1.4999999999999964,3.0
1,-32.03844104984137,6.784085679664713,-39.0,399.0,130.4945844499964,28.755262109042405,7.800000000000001,-13.0
0,-155.88444918846653,-145.37330605106285,12.0,-64.0,-59.92694295126876,-120.88218122426088,3.8999999999999986,-13.0
0,337.414966855172,220.26823674813522,-15.0,1415.0,157.65878281055166,104.64099251369316,-2.8000000000000007,5.0
1,-60.55649797396654,71.75768411580339,22.0,-305.0,-12.192434358272976,102.60792830872765,3.6999999999999993,2.0
0,-5.231987274848734,-29.04480541151929,9.0,-365.0,-65.02322453000966,-113.51216741939606,-3.400000000000002,10.0
0,93.40754645245374,154.64309912360977,-29.0,417.0,71.45473039829722,-37.57510866591156,2.299999999999997,30.0
1,92.05087328475952,-1.5022286414714472,-5.0,55.0,101.2508980363641,202.2758845957851,2.3999999999999986,-3.0
0,-36.3911480786162,-110.71649240688225,-3.0,95.0,-123.29523650631381,27.219977577294912,6.9999999999999964,-10.0
0,-192.24383790500428,-167.9158487350844,50.0,-391.0,33.85176406749201,-76.7340465019845,-8.8,8.0
0,-78.58976989398684,-121.21542688983072,-1.0,5.0,-7.971393688267199,-155.66196013942226,5.5,-18.0
1,127.19483727054535,29.25291296438536,-28.0,755.0,210.455852330565,13.316647681616587,-3.5,-7.0
0,-122.20759192607557,-113.60721175207027,36.0,-899.0,-115.92462712732231,-135.87961107567276,-10.400000000000002,11.0
1,177.42648614055724,122.84557501446739,-41.0,1700.0,223.30570601937916,-144.51757180604932,-3.700000000000003,7.0
1,75.80304633528749,-18.98473087618345,-48.0,274.0,-85.5914379859837,-17.363373988169087,-0.5999999999999979,-8.0
0,-559.2991530662505,-447.1858386243109,30.0,-11715.0,-349.9203846843377,-318.3448962635723,2.400000000000002,-5.0
0,-248.66994927693304,-352.5920473773133,40.0,-809.0,-90.34643111517062,-119.43151669388476,-4.099999999999998,-0.0
0,-84.33477895023384,-120.1510383826228,48.0,-1000.0,22.91996004334692,-147.0170825534658,-1.3000000000000007,8.0
1,-28.278756466174627,38.18946248799102,-3.0,660.0,-2.821530682822413,113.77313881134114,1.0,5.0
0,92.67065139081774,18.428891211992322,-11.0,130.0,115.68095988145001,217.01240435849672,11.600000000000001,-8.0
0,-85.97089355852222,-87.62245843807591,135.0,-750.0,1.4364560314841128,-83.70468691870042,-2.1999999999999993,8.0
0,92.93505527675165,48.826395359687695,2.0,-18.0,113.10434303630132,66.69985687603253,-3.0,5.0
0,-55.92294697358102,-12.81759414743101,25.0,-245.0,-2.0494865597627268,-117.9432276457917,-0.19999999999999574,3.0
0,-124.12717914304835,-78.88356200778708,7.0,-22.0,-21.614979066467185,120.39173849402255,3.5,-3.0
1,-122.25222822391765,-72.2788749226986,188.0,-774.0,-107.73418116755852,-184.06074584865974,10.900000000000002,-2.0
1,-5.602566497977705,39.41347365867341,-27.0,605.0,-11.864682559594485,50.79059043690722,1.7000000000000028,-7.0
0,-39.865876070938384,-21.83897431257583,15.0,-4095.0,-94.9208582985525,42.304294366688055,-3.5,15.0
0,-323.94429308312283,-329.2596995567751,53.0,-5037.0,-334.4532032814177,-47.49856813235397,3.8000000000000007,-5.0
0,482.9622760472507,474.9811792034707,-19.0,11125.0,307.25547754622266,270.650205763975,-5.0000000000000036,8.0
0,-104.64075384464968,-32.09871725991843,41.0,-950.0,-145.24699953332515,-10.129700353314092,-5.400000000000002,18.0
1,-345.9484913032861,-178.88080513979412,57.0,-2845.0,-190.90815396224457,-54.98392291007849,0.5,12.0
0,-413.1630715380313,-377.44564570953685,225.0,-3742.0,-219.6116886956379,-243.5563363943388,8.2,-13.0
1,-276.34155798844927,-226.0681757447171,42.0,-1706.0,-282.7290625297535,-1.8389767842322726,-1.2999999999999972,-2.0
1,44.065671577979856,-29.20923485835897,-21.0,650.0,192.4918905046486,-182.95716695946248,-6.199999999999999,-2.0
0,254.7956080985905,280.6591218675153,-38.0,3407.0,323.4140919623153,139.72901165016424,-2.099999999999998,16.0
1,362.2395476432089,304.98729942347404,-28.0,2098.0,298.52945874918305,335.56567450078,1.8999999999999986,6.0
1,71.95506445941874,155.27761645696683,-75.0,1803.0,100.81575095782364,186.2690835245205,0.1999999999999993,14.0
1,-7.949075239397189,129.90058944153589,5.0,-185.0,89.75403785410276,-4.891100552242506,1.5999999999999979,10.0
1,452.5747802794499,368.39022791727393,-43.0,5705.0,402.7698262194913,448.3015141718222,8.899999999999999,-8.0
0,-264.725772973557,-181.4844976567972,19.0,-2760.0,-275.78845146807066,-37.807930271930445,-0.19999999999999574,8.0
0,-179.00512472244714,-178.67145882141926,107.0,-632.0,-9.668502759650437,-107.50739289671219,-5.100000000000001,5.0
1,17.39299866660349,36.3666328526283,-24.0,240.0,-18.82472642670973,-38.0581129432876,8.900000000000002,-18.0
0,-182.30069369922535,-177.22822909374713,3.0,-2415.0,65.95108900143146,-223.5135099773729,-0.7000000000000028,-10.0
0,-169.31580073414807,-170.38865386824978,4.0,-2715.0,-133.3079713716304,-273.84521569508706,-9.399999999999999,11.0
0,-188.67963535967942,-135.88867542381536,35.0,-3240.0,-400.8980389018625,-134.10496017842775,0.30000000000000426,10.0
0,-121.08873406175053,-98.75005926332801,6.0,-3520.0,-24.620292671182142,0.6687357520627302,-5.800000000000001,6.0
0,-156.33388462248558,-201.71442676191714,14.0,-2290.0,19.920827248860633,-118.65566797551514,3.599999999999998,-18.0
1,180.77739670733718,231.818505528659,-15.0,655.0,1.4123236096124856,49.43670311892606,-4.899999999999999,10.0
0,-81.37220529337446,-131.53178154727152,14.0,-2520.0,-226.24214938928185,-51.08779376021721,-0.09999999999999432,5.0
0,-245.6289246998606,-231.95758384431792,20.0,-5080.0,-122.12889687370921,-305.59380403204636,-5.100000000000001,8.0
0,-180.05860325907383,-122.83771861105197,5.0,-715.0,-186.4548167704404,-241.6962496638762,2.0,17.0
0,-119.26105301752568,-35.45582461775871,22.0,-662.0,-272.0148948805272,9.488209951003455,3.6999999999999993,2.0
1,298.92285516482707,282.2431050723519,-48.0,3116.0,240.0942924347146,194.39445048340417,-1.0,8.0
1,-259.6149224363148,-188.27339513414313,37.0,-4835.0,-297.8527180268161,-103.23853818621842,3.3000000000000007,2.0
1,-103.88346172820911,-66.16468895435423,-325.0,458.0,-54.4073891037101,-98.76149794230719,6.5,8.0
